任务号码,任务gps 纬度,任务gps经度,任务标价,任务执行情况,3中心聚类,5中心聚类,7中心聚类,,Y,X,任务密度
A0556,23.12232763,113.1914852,67,1,1,1,6,,20.78873046,29.14369004,0
A0557,23.16730584,112.902416,70,1,1,4,6,,25.78131177,47.96700729,0
A0558,23.10435408,113.1991211,66.5,1,1,1,6,,18.79366641,28.64646319,0
A0559,23.18585718,113.0927552,75,1,1,4,6,,27.84051051,35.57269082,0
A0560,23.06677042,113.1421953,66.5,1,1,4,6,,14.62188015,32.35330014,0
A0561,23.04403683,112.9214509,71.5,1,1,4,6,,12.09845166,46.72751183,0
A0562,22.83661574,113.0000318,73,1,1,4,6,,-10.92528933,41.61055987,0
A0563,23.00707365,113.008964,73.5,1,1,4,6,,7.99553868,41.02892186,0
A0564,22.95343786,112.9712874,75,1,1,4,6,,2.04196599,43.48230878,0
A0565,23.07826539,113.0413813,70,1,1,4,6,,15.89782182,38.91800474,0
A0566,23.11360001,113.0152889,73.5,1,1,4,6,,19.81996464,40.61706338,0
A0567,23.0386685,113.2034172,70,1,1,4,6,,11.50256703,28.36671407,0
A0568,23.0695963,113.156189,66,1,1,4,6,,14.93555283,31.44207247,0
A0569,22.90311313,112.8923366,73,1,1,4,6,,-3.54407904,48.62334752,0
A0570,23.06369651,113.1355791,66.5,1,1,4,6,,14.28067614,32.7841272,0
A0571,22.91055956,112.8841425,75,1,1,4,6,,-2.71752531,49.15692268,0
A0572,23.03863041,113.1704547,66.5,1,1,4,6,,11.49833904,30.51313297,0
A0573,23.06573343,113.1321153,66.5,1,1,4,6,,14.50677426,33.00967944,0
A0574,23.15666359,112.9049408,70,1,1,4,6,,24.60002202,47.80259991,0
A0575,23.07059532,113.0576611,66,0,1,4,6,,15.04644405,37.85791311,0
A0576,23.0723988,113.0896832,67.5,1,1,4,6,,15.24663033,35.77273022,0
A0577,23.03791217,113.1563516,65.5,1,1,4,6,,11.4186144,31.43148445,0
A0578,22.89624538,112.8883289,73.5,1,1,4,6,,-4.30639929,48.88431689,0
A0579,23.33555566,113.3075287,67.5,1,1,2,7,,44.45704179,21.58728619,0
A0580,23.0723988,113.0896832,67.5,1,1,4,6,,15.24663033,35.77273022,0
A0581,23.06817647,112.9707635,72.5,1,1,4,6,,14.7779517,43.51642357,0
A0582,23.04372806,113.1470411,66,1,1,4,6,,12.06417819,32.03775622,0
A0583,23.03964619,113.154622,65.5,1,1,4,6,,11.61109062,31.5441108,0
A0584,22.98796007,113.0170859,70,1,1,4,6,,5.8739313,40.50004815,0
A0585,23.0968614,113.041882,73,1,1,4,6,,17.96197893,38.88540066,0
A0586,23.01479481,113.1651816,68,1,1,4,6,,8.85258744,30.85650139,0
A0587,22.82452268,112.6832583,75,1,1,4,6,,-12.26761899,62.23789785,0
A0588,23.04112492,113.1373402,65.5,0,1,4,6,,11.77522965,32.66944966,0
A0589,23.00022308,113.1080614,67,0,1,4,6,,7.23512541,34.57599709,0
A0590,22.90119911,112.8850012,73,1,1,4,6,,-3.75653526,49.10100671,0
A0591,23.00675916,113.1290287,65,1,1,4,6,,7.96063029,33.21066955,0
A0592,23.03480604,113.0880386,66,1,1,4,6,,11.07383397,35.87982163,0
A0593,23.03489605,113.0901446,66,0,1,4,6,,11.08382508,35.74268524,0
A0594,23.00573639,112.9707899,75,0,1,4,6,,7.84710282,43.51470448,0
A0595,23.03905705,113.072597,66,0,1,4,6,,11.54569608,36.8853322,0
A0596,22.94081692,113.0626781,72.5,0,1,4,6,,0.64104165,37.53122115,0
A0597,23.0407653,113.1115737,65,0,1,4,6,,11.73531183,34.34728668,0
A0598,23.0387396,113.1073721,65.5,0,1,4,6,,11.51045913,34.62088224,0
A0599,23.00421017,113.0704232,66.5,0,1,4,6,,7.6776924,37.02688352,0
A0600,23.0488615,113.0718864,66,0,1,4,6,,12.63399003,36.93160434,0
A0601,23.03429331,113.0640067,66,0,1,4,6,,11.01692094,37.44470671,0
A0602,23.03041581,113.121425,65.5,0,1,4,6,,10.58651844,33.70579964,0
A0603,23.0208495,113.1393148,66,0,1,4,6,,9.52465803,32.54086964,0
A0604,22.9908325,113.0723102,68,0,1,4,6,,6.19277103,36.90400775,0
A0605,23.02630556,113.1403491,66,0,1,4,6,,10.13028069,32.47351914,0
A0606,23.04334065,113.1056167,65.5,0,1,4,6,,12.02117568,34.73518861,0
A0607,23.02991483,113.0576595,66,0,1,4,6,,10.53090966,37.85801729,0
A0608,23.01281035,113.1202326,66,0,1,4,6,,8.63231238,33.78344514,0
A0609,23.04516433,113.1210046,65.5,0,1,4,6,,12.22360416,33.73317482,0
A0610,23.0024026,113.0651869,67,0,1,4,6,,7.47705213,37.36785564,0
A0611,23.03004352,113.1298659,65.5,0,1,4,6,,10.54519425,33.1561536,0
A0612,22.91452474,113.6760975,70,1,2,5,4,,-2.27739033,-2.412806012,0
A0613,22.85615682,114.1539907,70,1,3,3,2,,-8.75622945,-33.53177447,0
A0614,23.009444,113.0925428,66,0,1,4,6,,8.25864753,35.58652167,0
A0615,22.97994563,114.0020847,67,1,2,5,5,,4.98432846,-23.64011244,0
A0616,23.0103936,113.1462973,66,0,1,4,6,,8.36405313,32.08619024,0
A0617,23.00576024,113.1355665,65.5,0,1,4,6,,7.84975017,32.78494767,0
A0618,22.94362798,113.6756826,65.5,1,2,5,5,,0.95306931,-2.385788971,0
A0619,23.08043298,113.9678196,70,1,2,5,5,,16.13842431,-21.40887214,0
A0620,22.93224969,113.9403339,69,1,2,5,5,,-0.30992088,-19.61908599,0
A0621,22.79339959,114.1608936,70,1,3,3,2,,-15.72228198,-33.98127057,0
A0622,22.80018488,113.7826897,67,1,2,5,4,,-14.96911479,-9.35376962,0
A0623,22.97892268,113.956267,70,1,2,5,5,,4.87078101,-20.65660156,0
A0624,22.83110817,113.7801718,69,1,2,5,4,,-11.5366296,-9.189811541,0
A0625,22.72831758,114.1967043,72,1,3,3,2,,-22.94638509,-36.31315569,0
A0626,22.78108249,114.0574014,70,1,3,3,2,,-17.08948008,-27.24216964,0
A0627,22.79633118,114.0632326,70,1,3,3,2,,-15.39687549,-27.62187985,0
A0628,22.82104527,113.8090357,65,1,2,5,4,,-12.6536115,-11.06934193,0
A0629,23.04883737,113.8557656,70,1,2,5,5,,12.6313116,-14.11225253,0
A0630,22.81973576,113.8093302,65,1,2,5,4,,-12.79896711,-11.08851889,0
A0631,22.92277014,113.6689502,66,1,2,5,4,,-1.36215093,-1.947395323,0
A0632,22.8387028,113.7066879,68.5,1,2,5,4,,-10.69362567,-4.404760894,0
A0633,23.03128773,113.8334312,67.5,1,2,5,5,,10.68330156,-12.65790355,0
A0634,22.99889137,113.6206429,66.5,1,2,5,5,,7.0873056,1.198230823,0
A0635,22.7920915,114.1017881,70,1,3,3,2,,-15.86747997,-30.1324981,0
A0636,22.96921119,113.7638371,71.5,1,2,5,5,,3.79280562,-8.126144986,0
A0637,22.76781337,114.0421691,70,1,3,3,2,,-18.5623524,-26.25028806,0
A0638,23.05029788,113.7566159,65.5,1,2,5,5,,12.79342821,-7.655922151,0
A0639,22.8188764,113.6774155,65.5,1,2,5,4,,-12.89435607,-2.498630209,0
A0640,22.88245435,114.0068175,75,1,3,3,2,,-5.83720362,-23.94829814,0
A0641,22.7406896,114.1664449,70,1,3,3,2,,-21.57309087,-34.34275453,0
A0642,22.96547337,114.1542792,75,1,3,3,2,,3.3779076,-33.55056072,0
A0643,22.69796842,114.1787142,68,1,3,3,2,,-26.31514185,-35.14169446,0
A0644,22.96920507,114.1741551,75,1,3,3,2,,3.7921263,-34.84481958,0
A0645,23.03504106,113.8561107,69,1,2,5,5,,11.09992119,-14.13472441,0
A0646,23.02874532,113.8311519,67.5,1,2,5,5,,10.40109405,-12.50948239,0
A0647,23.10214598,113.8030771,69.5,1,2,5,5,,18.54856731,-10.68133582,0
A0648,23.0230261,113.8416605,68,1,2,5,5,,9.76626063,-13.19377083,0
A0649,22.84421485,114.1744379,70,1,3,3,2,,-10.08178812,-34.86323466,0
A0650,23.06377156,113.834619,68.5,1,2,5,5,,14.28900669,-12.73524952,0
A0651,23.0284963,113.848423,68,1,2,5,5,,10.37345283,-13.6341245,0
A0652,22.84485611,114.1728089,70,1,3,3,2,,-10.01060826,-34.75715908,0
A0653,23.02631551,113.8422567,67.5,1,2,5,5,,10.13138514,-13.23259358,0
A0654,22.85760935,113.0531252,70.5,1,1,4,6,,-8.59499862,38.15327728,0
A0655,22.98796007,113.0170859,69,1,1,4,6,,5.8739313,40.50004815,0
A0656,22.84851008,113.1870299,70.5,1,1,4,6,,-9.60501759,29.43380578,0
A0657,22.88459841,113.2182759,68,0,1,4,1,,-5.59921296,27.3991602,0
A0658,22.9138949,113.2240878,74,0,1,4,1,,-2.34730257,27.02070674,0
A0659,22.9652963,113.2460732,71.5,0,1,4,1,,3.35825283,25.58908359,0
A0660,22.87852312,113.0553623,75,0,1,4,6,,-6.27357015,38.00760405,0
A0661,22.87852312,113.0553623,75,0,1,4,6,,-6.27357015,38.00760405,0
A0662,22.70990173,113.1682307,75,1,1,4,6,,-24.99054444,30.65795317,0
A0663,23.00974206,113.0855228,65.5,0,1,4,6,,8.29173219,36.04364296,0
A0664,22.80363066,113.2523984,72.5,1,1,4,1,,-14.58663321,25.17720558,0
A0665,22.72036334,113.1550942,75,1,1,4,6,,-23.82930573,31.51336255,0
A0666,22.85727159,113.2677905,68,1,1,4,1,,-8.63248998,24.17491831,0
A0667,22.76789967,113.2924173,70,1,1,4,1,,-18.5527731,22.57129513,0
A0668,22.84690063,113.2779749,68,1,1,4,1,,-9.78366654,23.5117408,0
A0669,22.90953334,113.1809251,70,1,1,4,6,,-2.83143573,29.831332,0
A0670,22.93017212,113.2183671,72.5,1,1,4,1,,-0.54053115,27.39322153,0
A0671,22.86636347,113.1383829,70,1,1,4,6,,-7.6232913,32.60155217,0
A0672,22.85737617,113.0534819,70.5,0,1,4,6,,-8.6208816,38.13005005,0
A0673,22.82250546,113.2418331,70,1,1,4,1,,-12.49153041,25.86518616,0
A0674,22.8821413,113.2179369,68.5,0,1,4,1,,-5.87195217,27.42123486,0
A0675,23.0386685,113.2034172,70,1,1,4,6,,11.50256703,28.36671407,0
A0676,22.85271431,113.2565554,67.5,1,1,4,1,,-9.13834806,24.90651424,0
A0677,23.12824102,113.0139313,71,1,1,4,6,,21.44511675,40.70546621,0
A0678,23.10103232,113.2116872,67,1,1,1,1,,18.42495105,27.82819653,0
A0679,22.80574632,113.2755918,72,1,1,4,1,,-14.35179495,23.6669211,0
A0680,23.14631831,113.1050926,68,1,1,4,6,,23.45169594,34.76931642,0
A0681,22.84139024,113.2631754,66,1,1,4,1,,-10.39531983,24.47543974,0
A0682,22.84799685,113.265445,66.5,1,1,4,1,,-9.66198612,24.32765021,0
A0683,22.82250546,113.2418331,70,1,1,4,1,,-12.49153041,25.86518616,0
A0684,22.8413378,113.2528321,66.5,1,1,4,1,,-10.40114067,25.14896434,0
A0685,22.81782912,113.7288782,72,1,2,5,4,,-13.01060415,-5.849726517,0
A0686,22.91334578,113.6256759,75,1,2,5,4,,-2.40825489,0.870496994,0
A0687,23.10425851,113.8644239,72,1,2,5,5,,18.78305814,-14.676055,0
A0688,23.25434329,113.1416733,72.5,1,1,1,7,,35.44246872,32.38729121,0
A0689,22.80461472,113.7389577,72,1,2,5,4,,-14.47740255,-6.506073254,0
A0690,23.22978218,113.0857182,75,1,1,4,6,,32.71618551,36.0309191,0
A0691,23.12824102,113.0139313,75,1,1,4,6,,21.44511675,40.70546621,0
A0692,23.15072393,113.1068267,68,1,1,4,6,,23.94071976,34.65639704,0
A0693,23.04014697,113.1074724,65.5,0,1,4,6,,11.6666772,34.614351,0
A0694,23.03509621,113.215227,68,1,1,4,1,,11.10604284,27.5976954,0
A0695,23.06712166,113.711025,72,1,2,5,5,,14.66086779,-4.687179807,0
A0696,22.96894263,113.9857532,68,1,2,5,5,,3.76299546,-22.57665426,0
A0697,22.8249516,114.1473047,75,1,3,3,2,,-12.22000887,-33.09640225,0
A0698,23.02986674,113.8069493,66,1,2,5,5,,10.52557167,-10.93348184,0
A0699,23.06397425,113.1073552,66.5,0,1,4,6,,14.31150528,34.62198271,0
A0700,22.92463744,113.6632245,72,1,2,5,4,,-1.15488063,-1.574554953,0
A0701,22.94434236,113.6771283,65.5,1,2,5,5,,1.03236549,-2.479928609,0
A0702,22.84443218,114.1749839,75,1,3,3,2,,-10.05766449,-34.89878854,0
A0703,22.78108249,114.0574014,69,1,3,3,2,,-17.08948008,-27.24216964,0
A0704,22.91789735,114.0148092,75,1,3,5,2,,-1.90303062,-24.46869362,0
A0705,23.08248182,113.8756202,68.5,1,2,5,5,,16.36584555,-15.4051244,0
A0706,22.78849837,114.1091621,75,1,3,3,2,,-16.2663174,-30.61267081,0
A0707,23.10904412,113.824964,72,1,2,5,5,,19.31426085,-12.10654494,0
A0708,22.88864948,113.6687951,75,1,2,5,4,,-5.14954419,-1.937295677,0
A0709,22.82311516,113.682687,65.5,1,2,5,4,,-12.42385371,-2.841894441,0
A0710,23.02147069,113.9767303,72,1,2,5,5,,9.59361012,-21.98911013,0
A0711,22.84158065,113.9837534,75,1,3,3,2,,-10.37418432,-22.44643329,0
A0712,22.80193697,113.7215484,72,1,2,5,4,,-14.7746328,-5.372431977,0
A0713,23.09996972,113.6603676,68,1,2,5,5,,18.30700245,-1.388522214,0
A0714,22.82065293,113.6793236,66,1,2,5,4,,-12.69716124,-2.622879945,0
A0715,23.00078427,113.9509232,72,1,2,5,5,,7.2974175,-20.30862937,0
A0716,22.74394534,114.1439999,75,1,3,3,2,,-21.21170373,-32.88120361,0
A0717,22.8387028,113.7066879,72,1,2,5,4,,-10.69362567,-4.404760894,0
A0718,22.70228568,114.1736681,75,1,3,3,2,,-25.83592599,-34.8131076,0
A0719,22.8291523,113.7347647,72,1,2,5,4,,-11.75373117,-6.2330377,0
A0720,23.02506148,114.1035973,75,1,3,5,2,,9.99218781,-30.25030776,0
A0721,22.74829892,114.1391543,75,1,3,3,2,,-20.72845635,-32.56567271,0
A0722,22.87660886,113.675044,75,1,2,5,4,,-6.48605301,-2.344205259,0
A0723,22.73591184,114.2757904,65.5,1,3,3,2,,-22.10342223,-41.46300476,0
A0724,23.08248182,113.8756202,68.5,1,2,5,5,,16.36584555,-15.4051244,0
A0725,22.96547337,114.1542792,75,1,3,3,2,,3.3779076,-33.55056072,0
A0726,22.83586295,114.1128578,75,1,3,3,2,,-11.00884902,-30.85332368,0
A0727,22.94565906,113.9505843,72,1,2,5,5,,1.17851919,-20.28656122,0
A0728,23.00561717,113.9381655,72,1,2,5,5,,7.8338694,-19.4778863,0
A0729,22.88898088,113.2210372,69.5,0,1,4,1,,-5.11275879,27.21935264,0
A0730,22.76676047,113.2629498,72.5,1,1,4,1,,-18.6792243,24.49013014,0
A0731,22.88479945,113.2589542,73,1,1,4,1,,-5.57689752,24.7503116,0
A0732,22.84425565,113.2588793,66,1,1,4,1,,-10.07725932,24.75518886,0
A0733,22.95119214,113.2670328,75,1,1,1,1,,1.79269107,24.22425745,0
A0734,22.71129853,113.1614172,75,0,1,4,6,,-24.83549964,31.1016278,0
A0735,23.20445879,113.1633891,75,1,1,1,6,,29.90528922,30.9732236,0
A0736,22.78360392,113.2915659,72,1,1,4,1,,-16.80960135,22.62673573,0
A0737,23.2604804,113.0236253,75,1,1,4,6,,36.12368793,40.07422208,0
A0738,22.9870642,113.7689429,68,1,2,5,5,,5.77448973,-8.458619332,0
A0739,23.09554245,113.1847645,85,1,1,4,6,,17.81557548,29.58132182,0
A0740,23.10350796,113.1836978,80,1,1,4,6,,18.69974709,29.65078212,0
A0741,22.82065293,113.6793236,66,1,2,5,4,,-12.69716124,-2.622879945,0
A0742,22.98965586,113.8897387,85,1,2,5,5,,6.06216399,-16.32447867,0
A0743,22.94132785,113.6767951,72,1,2,5,5,,0.69775488,-2.458231626,0
A0744,22.83399226,114.0968097,72,1,3,3,2,,-11.21649561,-29.80831966,0
A0745,23.22113868,112.9248459,75,1,1,4,6,,31.75675701,46.50643964,0
A0746,23.02429369,113.7913009,66.5,1,2,5,5,,9.90696312,-9.914505075,0
A0747,22.82065293,113.6793236,66,1,2,5,4,,-12.69716124,-2.622879945,0
A0748,23.09621418,113.6572812,68,1,2,5,5,,17.89013751,-1.187545124,0
A0749,22.97049574,113.9193364,85,1,2,5,5,,3.93539067,-18.25179191,0
A0750,23.02941462,113.9955167,85,1,2,5,5,,10.47538635,-23.21242402,0
A0751,23.11759803,113.8836368,85,1,2,5,5,,20.26374486,-15.92714129,0
A0752,22.8184991,113.8067168,65,1,2,5,4,,-12.93623637,-10.91834214,0
A0753,22.962945,113.6786409,66.5,1,2,5,5,,3.09725853,-2.578424573,0
A0754,23.06354452,113.7710582,65.5,1,2,5,5,,14.26380525,-8.596361308,0
A0755,22.80029657,113.7472574,72,1,2,5,4,,-14.9567172,-7.046524766,0
A0756,23.0781566,113.8741143,67.5,1,2,5,5,,15.88574613,-15.30706472,0
A0757,23.05983215,113.5872324,75,1,2,5,5,,13.85173218,3.373822139,0
A0758,23.12703337,113.0120037,72,1,1,4,6,,21.3110676,40.83098573,0
A0759,23.04235254,113.7318371,67,1,2,5,5,,11.91149547,-6.04240119,0
A0760,22.80869811,114.1002264,85,1,3,3,2,,-14.02414626,-30.03080489,0
A0761,23.10500981,113.8198157,72,1,2,5,5,,18.86645244,-11.77130313,0
A0762,23.05466654,113.7414039,66,1,2,5,5,,13.27834947,-6.665362444,0
A0763,23.05714801,113.663448,72,1,2,5,5,,13.55379264,-1.589108601,0
A0764,23.04229567,113.8077758,66,1,2,5,5,,11.9051829,-10.98730103,0
A0765,23.00371616,113.881268,85,1,2,5,5,,7.62285729,-15.77289215,0
A0766,23.00877683,113.7381856,72,1,2,5,5,,8.18459166,-6.455796424,0
A0767,22.93815956,113.8870409,70,1,2,5,5,,0.34607469,-16.14880605,0
A0768,23.05080297,113.7156716,72,1,2,5,5,,12.8494932,-4.989752429,0
A0769,23.0832246,113.7285264,66.5,1,2,5,5,,16.44829413,-5.826818359,0
A0770,23.05434269,113.7548907,65.5,1,2,5,5,,13.24240212,-7.543582314,0
A0771,22.91669305,114.0248715,72,1,3,5,2,,-2.03670792,-25.12392035,0
A0772,23.02609965,113.746608,66.5,1,2,5,5,,10.10742468,-7.004237791,0
A0773,23.07328362,114.0234467,85,1,2,5,5,,15.34484535,-25.03114165,0
A0774,23.08636883,113.9505344,72,1,2,5,5,,16.79730366,-20.28331188,0
A0775,23.13871675,113.111198,85,1,1,4,6,,22.60792278,34.37175113,0
A0776,22.98807885,114.0208579,66,1,2,5,5,,5.88711588,-24.86256678,0
A0777,23.04326407,112.9260813,85,1,1,4,6,,12.0126753,46.4259941,0
A0778,23.061023,112.9221482,80,1,1,4,6,,13.98391653,46.68210575,0
A0779,22.94081175,113.9453226,72,1,2,5,5,,0.64046778,-19.94393513,0
A0780,22.99587084,113.7621434,72,1,2,5,5,,6.75202677,-8.015856334,0
A0781,22.91334142,113.8483693,72,1,2,5,5,,-2.40873885,-13.63062771,0
A0782,22.97333327,113.730314,67.5,1,2,5,5,,4.2503565,-5.943221497,0
A0783,23.11276083,112.9299114,70,1,1,4,6,,19.72681566,46.17658951,0
A0784,23.12358718,113.1648355,68,1,1,4,6,,20.92854051,30.87903838,0
A0785,23.05913863,113.7431308,66,1,2,5,5,,13.77475146,-6.777812981,0
A0786,23.06812838,113.0255363,80,1,1,4,6,,14.77261371,39.9497835,0
A0787,23.09724421,113.7523577,71,1,2,5,5,,18.00447084,-7.378640969,0
A0788,23.19885366,113.1851605,85,1,1,1,6,,29.28311979,29.55553549,0
A0789,23.09348295,113.1826215,85,1,1,4,6,,17.58697098,29.72086754,0
A0790,23.23190692,113.0890874,85,1,1,4,6,,32.95203165,35.81152693,0
A0791,23.06279119,113.0623784,85,0,1,4,6,,14.18018562,37.55073671,0
A0792,23.06233415,113.1056841,66.5,1,1,4,6,,14.12945418,34.73079972,0
A0793,23.10971032,113.1808405,85,1,1,4,6,,19.38820905,29.8368409,0
A0794,23.22923111,113.0827188,85,1,1,4,6,,32.65501674,36.22623101,0
A0795,23.11501909,112.9305637,70,1,1,4,6,,19.97748252,46.13411369,0
A0796,23.11526775,113.1169399,85,1,1,4,6,,20.00508378,33.99785586,0
A0797,22.80256864,113.2873979,85,1,1,4,1,,-14.70451743,22.89814336,0
A0798,23.06007494,112.9216899,85,1,1,4,6,,13.87868187,46.71194887,0
A0799,23.15029122,113.1092646,67.5,1,1,4,6,,23.89268895,34.49764833,0
A0800,23.11065649,113.1309687,85,1,1,4,6,,19.49323392,33.08434258,0
A0801,23.0650595,113.0572779,72,1,1,4,6,,14.43196803,37.88286594,0
A0802,22.93595157,113.8990852,80,1,2,5,5,,0.1009878,-16.93309465,0
A0803,23.11458393,113.8613142,72,1,2,5,5,,19.92917976,-14.47356069,0
A0804,22.90672977,113.8475874,72,1,2,5,5,,-3.142632,-13.57971274,0
A0805,22.9097662,114.0740398,80,1,3,3,2,,-2.80558827,-28.32561222,0
A0806,23.11465325,113.8369654,72,1,2,5,5,,19.93687428,-12.88804003,0
A0807,23.03909825,113.7731777,65.5,1,2,5,5,,11.55026928,-8.734376776,0
A0808,22.84670401,114.1592865,85,1,3,3,2,,-9.80549136,-33.87662105,0
A0809,23.11526775,113.1169399,85,1,1,4,6,,20.00508378,33.99785586,0
A0810,22.86402965,113.1398401,72,1,1,4,6,,-7.88234532,32.50666369,0
A0811,22.96629587,113.0906029,72,0,1,4,6,,3.4692051,35.71284213,0
A0812,22.96411796,113.0897185,72,0,1,4,6,,3.22745709,35.77043159,0
A0813,22.95881496,113.0899638,72,0,1,4,6,,2.63882409,35.7544584,0
A0814,22.88967401,113.081987,74,0,1,4,6,,-5.03582136,36.27388363,0
A0815,23.11275168,113.1253912,80,1,1,4,6,,19.72580001,33.44753262,0
A0816,22.96420705,113.0957859,72,0,1,4,6,,3.23734608,35.37534075,0
A0817,22.96049969,113.1071838,72,0,1,4,6,,2.82582912,34.63314377,0
A0818,23.06367854,113.0570744,72,0,1,4,6,,14.27868147,37.89611725,0
A0819,22.96532138,113.0925684,72,0,1,4,6,,3.36103671,35.58485467,0
A0820,23.00958915,113.0856424,72,0,1,4,6,,8.27475918,36.03585497,0
A0821,22.78982133,113.1641039,74,0,1,4,6,,-16.11946884,30.92667798,0
A0822,23.04181877,113.0883982,72,0,1,4,6,,11.852247,35.85640556,0
A0823,22.96817917,113.0978671,72,0,1,4,6,,3.6782514,35.23981926,0
A0824,22.99456666,113.1409256,72,0,1,4,6,,6.60726279,32.43597919,0
A0825,22.97888202,113.0166506,72,0,1,4,6,,4.86626775,40.52839357,0
A0826,22.94563836,113.0900415,72,0,1,4,6,,1.17622149,35.74939881,0
A0827,23.06667235,113.1548703,65.5,1,1,4,6,,14.61099438,31.52794225,0
A0828,23.01280811,113.7603122,66,1,2,5,5,,8.63206374,-7.896614095,0
A0829,23.17903001,112.8761925,80,1,1,4,6,,27.08269464,49.67460278,0
A0830,23.12341113,113.1517748,85,1,1,4,6,,20.90899896,31.7295119,0
A0831,23.0440624,113.125784,65.5,0,1,4,6,,12.10128993,33.42195466,0
A0832,22.8332624,113.2801516,72,1,1,4,1,,-11.29751007,23.37000064,0
A0833,22.81467597,113.8277312,85,1,2,5,4,,-13.3606038,-12.28673669,0
A0834,23.06367398,113.7711884,65.5,1,2,5,5,,14.27817531,-8.604839541,0
A0835,23.12329431,113.1103823,85,1,1,4,6,,20.89603194,34.42486706,0
